-50.00, 150.00
-46.00, 147.03
-42.01, 144.13
-38.03, 141.28
-34.05, 138.50
-30.08, 135.78
-26.12, 133.12
-22.16, 130.53
-18.21, 127.99
-14.26, 125.51
-10.33, 123.10
-6.39, 120.74
-2.47, 118.44
1.45, 116.20
5.37, 114.01
9.28, 111.89
13.18, 109.82
17.07, 107.81
20.96, 105.85
24.85, 103.95
28.73, 102.10
32.60, 100.31
36.47, 98.58
40.33, 96.90
44.18, 95.27
48.03, 93.69
51.88, 92.17
55.72, 90.70
59.55, 89.28
63.38, 87.92
67.20, 86.60
71.02, 85.34
74.83, 84.12
78.64, 82.96
82.44, 81.84
86.23, 80.77
90.03, 79.76
93.81, 78.79
97.59, 77.87
101.37, 76.99
105.14, 76.16
108.91, 75.38
112.67, 74.65
116.43, 73.96
120.18, 73.31
123.92, 72.71
127.67, 72.16
131.41, 71.65
135.14, 71.18
138.87, 70.75
142.59, 70.37
146.31, 70.03
150.03, 69.73
153.74, 69.48
157.45, 69.26
161.15, 69.08
164.85, 68.95
168.54, 68.85
172.23, 68.80
175.92, 68.78
179.60, 68.80
183.28, 68.86
186.95, 68.96
190.62, 69.09
194.29, 69.26
197.95, 69.47
201.61, 69.71
205.26, 69.99
208.92, 70.30
212.56, 70.65
216.21, 71.03
219.85, 71.45
223.48, 71.89
227.12, 72.38
230.75, 72.89
234.38, 73.44
238.00, 74.02
241.62, 74.63
245.24, 75.27
248.85, 75.94
252.46, 76.64
256.07, 77.37
259.67, 78.13
263.27, 78.91
266.87, 79.73
270.47, 80.58
274.06, 81.45
277.65, 82.35
281.23, 83.27
284.82, 84.22
288.40, 85.20
291.98, 86.20
295.55, 87.23
299.13, 88.28
302.70, 89.36
306.27, 90.46
309.83, 91.58
313.40, 92.73
316.96, 93.89
320.52, 95.08
324.07, 96.30
327.63, 97.53
331.18, 98.78
334.73, 100.06
338.28, 101.35
341.82, 102.66
345.37, 103.99
348.91, 105.34
352.45, 106.71
355.99, 108.10
359.53, 109.50
363.06, 110.92
366.59, 112.36
370.12, 113.81
373.65, 115.28
377.18, 116.77
380.71, 118.27
384.23, 119.78
387.76, 121.31
391.28, 122.85
394.80, 124.40
398.32, 125.97
401.84, 127.54
405.35, 129.14
408.87, 130.74
412.38, 132.35
415.90, 133.97
419.41, 135.61
422.92, 137.25
426.43, 138.90
429.94, 140.56
433.45, 142.23
436.96, 143.91
440.46, 145.60
443.97, 147.29
447.48, 148.99
450.98, 150.69
454.48, 152.40
457.99, 154.12
461.49, 155.84
464.99, 157.57
468.49, 159.30
472.00, 161.04
475.50, 162.77
479.00, 164.52
482.50, 166.26
486.00, 168.00
489.50, 169.75
