120.00, -80.00
119.99, -75.01
119.96, -70.05
119.91, -65.12
119.84, -60.21
119.75, -55.33
119.65, -50.48
119.52, -45.65
119.38, -40.85
119.22, -36.07
119.04, -31.32
118.84, -26.60
118.63, -21.90
118.40, -17.23
118.15, -12.59
117.88, -7.97
117.60, -3.37
117.30, 1.19
116.99, 5.74
116.66, 10.25
116.31, 14.74
115.95, 19.21
115.58, 23.65
115.19, 28.06
114.78, 32.45
114.36, 36.82
113.93, 41.16
113.48, 45.47
113.02, 49.76
112.55, 54.02
112.06, 58.26
111.56, 62.47
111.05, 66.66
110.52, 70.83
109.98, 74.97
109.43, 79.08
108.87, 83.17
108.30, 87.23
107.71, 91.28
107.12, 95.29
106.51, 99.28
105.90, 103.25
105.27, 107.19
104.63, 111.11
103.98, 115.01
103.33, 118.88
102.66, 122.72
101.99, 126.55
101.30, 130.34
100.61, 134.12
99.91, 137.87
99.20, 141.60
98.48, 145.30
97.75, 148.98
97.02, 152.64
96.28, 156.27
95.53, 159.88
94.78, 163.46
94.02, 167.03
93.25, 170.56
92.48, 174.08
91.70, 177.57
90.92, 181.04
90.13, 184.49
89.33, 187.91
88.53, 191.31
87.73, 194.69
86.92, 198.04
86.10, 201.37
85.29, 204.68
84.47, 207.97
83.64, 211.23
82.81, 214.47
81.98, 217.69
81.15, 220.89
80.31, 224.06
79.47, 227.21
78.63, 230.34
77.79, 233.45
76.95, 236.53
76.10, 239.60
75.25, 242.64
74.41, 245.66
73.56, 248.65
72.71, 251.63
71.86, 254.58
71.01, 257.51
70.16, 260.42
69.31, 263.31
68.47, 266.18
67.62, 269.02
66.77, 271.84
65.93, 274.65
65.09, 277.43
64.25, 280.18
63.41, 282.92
62.57, 285.64
61.74, 288.34
60.91, 291.01
60.08, 293.66
59.26, 296.30
58.44, 298.91
57.62, 301.50
56.81, 304.07
56.00, 306.62
55.20, 309.15
54.40, 311.66
53.60, 314.14
52.82, 316.61
52.03, 319.06
51.25, 321.48
50.48, 323.89
49.72, 326.28
48.96, 328.64
48.20, 330.99
47.46, 333.31
46.72, 335.62
45.99, 337.90
45.26, 340.17
44.55, 342.41
43.84, 344.64
43.14, 346.85
42.45, 349.03
41.77, 351.20
41.09, 353.35
40.43, 355.47
39.77, 357.58
39.13, 359.67
38.49, 361.74
37.87, 363.79
37.25, 365.82
36.65, 367.83
36.06, 369.83
35.47, 371.80
34.90, 373.76
34.34, 375.69
33.79, 377.61
33.26, 379.51
32.74, 381.39
32.23, 383.25
31.73, 385.09
31.24, 386.91
30.77, 388.72
30.31, 390.51
29.87, 392.27
29.44, 394.02
29.02, 395.76
28.62, 397.47
28.23, 399.16
27.86, 400.84
27.50, 402.50
27.16, 404.14
26.83, 405.76
26.52, 407.37
26.23, 408.96
25.95, 410.53
25.68, 412.08
25.44, 413.61
25.21, 415.13
25.00, 416.63
24.81, 418.11
24.63, 419.57
24.47, 421.02
24.33, 422.45
24.21, 423.86
24.11, 425.26
24.02, 426.64
23.96, 428.00
23.91, 429.34
23.89, 430.67
23.88, 431.98
23.89, 433.27
23.93, 434.55
23.98, 435.81
24.06, 437.05
24.16, 438.28
24.27, 439.49
24.41, 440.68
24.57, 441.86
24.76, 443.02
24.96, 444.16
25.19, 445.29
25.44, 446.40
25.71, 447.50
26.01, 448.57
26.32, 449.64
26.67, 450.69
27.03, 451.72
27.42, 452.73
27.84, 453.73
28.28, 454.72
28.74, 455.68
29.23, 456.64
29.75, 457.57
30.29, 458.50
30.85, 459.40
31.44, 460.29
32.06, 461.17
32.71, 462.03
33.38, 462.87
34.07, 463.70
34.80, 464.52
35.55, 465.32
36.33, 466.10
37.14, 466.87
37.97, 467.63
38.84, 468.37
39.73, 469.09
40.65, 469.80
41.60, 470.50
42.58, 471.18
43.59, 471.85
44.63, 472.50
45.70, 473.14
46.79, 473.76
47.92, 474.37
49.08, 474.96
50.27, 475.55
51.50, 476.11
52.75, 476.66
54.03, 477.20
55.35, 477.73
56.70, 478.24
58.08, 478.74
59.49, 479.22
60.94, 479.69
62.42, 480.14
63.93, 480.59
65.47, 481.01
67.05, 481.43
68.67, 481.83
70.31, 482.22
72.00, 482.59
73.71, 482.96
75.47, 483.30
77.25, 483.64
79.07, 483.96
80.93, 484.27
82.82, 484.57
84.75, 484.85
86.72, 485.12
88.72, 485.38
90.76, 485.62
92.84, 485.85
94.95, 486.07
97.10, 486.28
99.29, 486.48
101.52, 486.66
103.78, 486.83
106.08, 486.98
108.43, 487.13
110.81, 487.26
113.23, 487.38
115.69, 487.49
118.18, 487.59
120.72, 487.67
123.30, 487.75
125.92, 487.81
128.58, 487.85
131.28, 487.89
134.02, 487.92
136.80, 487.93
139.63, 487.93
142.49, 487.92
145.40, 487.90
148.35, 487.87
151.34, 487.83
154.38, 487.77
157.45, 487.71
160.58, 487.63
163.74, 487.54
166.95, 487.44
170.20, 487.33
173.50, 487.21
176.84, 487.08
180.22, 486.93
183.65, 486.78
187.12, 486.61
190.64, 486.44
194.21, 486.25
197.82, 486.06
201.48, 485.85
205.18, 485.63
208.93, 485.40
212.72, 485.17
216.57, 484.92
220.46, 484.66
224.40, 484.39
228.38, 484.11
232.41, 483.82
236.49, 483.52
240.62, 483.21
244.80, 482.90
249.03, 482.57
253.30, 482.23
257.63, 481.88
262.00, 481.52
266.43, 481.16
270.90, 480.78
275.43, 480.40
280.00, 480.00
-1.00, 0.00
880.00, 1080.00
880.01, 1075.01
880.04, 1070.05
880.09, 1065.12
880.16, 1060.21
880.25, 1055.33
880.35, 1050.48
880.48, 1045.65
880.62, 1040.85
880.78, 1036.07
880.96, 1031.32
881.16, 1026.60
881.37, 1021.90
881.60, 1017.23
881.85, 1012.59
882.12, 1007.97
882.40, 1003.37
882.70, 998.81
883.01, 994.26
883.34, 989.75
883.69, 985.26
884.05, 980.79
884.42, 976.35
884.81, 971.94
885.22, 967.55
885.64, 963.18
886.07, 958.84
886.52, 954.53
886.98, 950.24
887.45, 945.98
887.94, 941.74
888.44, 937.53
888.95, 933.34
889.48, 929.17
890.02, 925.03
890.57, 920.92
891.13, 916.83
891.70, 912.77
892.29, 908.72
892.88, 904.71
893.49, 900.72
894.10, 896.75
894.73, 892.81
895.37, 888.89
896.02, 884.99
896.67, 881.12
897.34, 877.28
898.01, 873.45
898.70, 869.66
899.39, 865.88
900.09, 862.13
900.80, 858.40
901.52, 854.70
902.25, 851.02
902.98, 847.36
903.72, 843.73
904.47, 840.12
905.22, 836.54
905.98, 832.97
906.75, 829.44
907.52, 825.92
908.30, 822.43
909.08, 818.96
909.87, 815.51
910.67, 812.09
911.47, 808.69
912.27, 805.31
913.08, 801.96
913.90, 798.63
914.71, 795.32
915.53, 792.03
916.36, 788.77
917.19, 785.53
918.02, 782.31
918.85, 779.11
919.69, 775.94
920.53, 772.79
921.37, 769.66
922.21, 766.55
923.05, 763.47
923.90, 760.40
924.75, 757.36
925.59, 754.34
926.44, 751.35
927.29, 748.37
928.14, 745.42
928.99, 742.49
929.84, 739.58
930.69, 736.69
931.53, 733.82
932.38, 730.98
933.23, 728.16
934.07, 725.35
934.91, 722.57
935.75, 719.82
936.59, 717.08
937.43, 714.36
938.26, 711.66
939.09, 708.99
939.92, 706.34
940.74, 703.70
941.56, 701.09
942.38, 698.50
943.19, 695.93
944.00, 693.38
944.80, 690.85
945.60, 688.34
946.40, 685.86
947.18, 683.39
947.97, 680.94
948.75, 678.52
949.52, 676.11
950.28, 673.72
951.04, 671.36
951.80, 669.01
952.54, 666.69
953.28, 664.38
954.01, 662.10
954.74, 659.83
955.45, 657.59
956.16, 655.36
956.86, 653.15
957.55, 650.97
958.23, 648.80
958.91, 646.65
959.57, 644.53
960.23, 642.42
960.87, 640.33
961.51, 638.26
962.13, 636.21
962.75, 634.18
963.35, 632.17
963.94, 630.17
964.53, 628.20
965.10, 626.24
965.66, 624.31
966.21, 622.39
966.74, 620.49
967.26, 618.61
967.77, 616.75
968.27, 614.91
968.76, 613.09
969.23, 611.28
969.69, 609.49
970.13, 607.73
970.56, 605.98
970.98, 604.24
971.38, 602.53
971.77, 600.84
972.14, 599.16
972.50, 597.50
972.84, 595.86
973.17, 594.24
973.48, 592.63
973.77, 591.04
974.05, 589.47
974.32, 587.92
974.56, 586.39
974.79, 584.87
975.00, 583.37
975.19, 581.89
975.37, 580.43
975.53, 578.98
975.67, 577.55
975.79, 576.14
975.89, 574.74
975.98, 573.36
976.04, 572.00
976.09, 570.66
976.11, 569.33
976.12, 568.02
976.11, 566.73
976.07, 565.45
976.02, 564.19
975.94, 562.95
975.84, 561.72
975.73, 560.51
975.59, 559.32
975.43, 558.14
975.24, 556.98
975.04, 555.84
974.81, 554.71
974.56, 553.60
974.29, 552.50
973.99, 551.43
973.68, 550.36
973.33, 549.31
972.97, 548.28
972.58, 547.27
972.16, 546.27
971.72, 545.28
971.26, 544.32
970.77, 543.36
970.25, 542.43
969.71, 541.50
969.15, 540.60
968.56, 539.71
967.94, 538.83
967.29, 537.97
966.62, 537.13
965.93, 536.30
965.20, 535.48
964.45, 534.68
963.67, 533.90
962.86, 533.13
962.03, 532.37
961.16, 531.63
960.27, 530.91
959.35, 530.20
958.40, 529.50
957.42, 528.82
956.41, 528.15
955.37, 527.50
954.30, 526.86
953.21, 526.24
952.08, 525.63
950.92, 525.04
949.73, 524.45
948.50, 523.89
947.25, 523.34
945.97, 522.80
944.65, 522.27
943.30, 521.76
941.92, 521.26
940.51, 520.78
939.06, 520.31
937.58, 519.86
936.07, 519.41
934.53, 518.99
932.95, 518.57
931.33, 518.17
929.69, 517.78
928.00, 517.41
926.29, 517.04
924.53, 516.70
922.75, 516.36
920.93, 516.04
919.07, 515.73
917.18, 515.43
915.25, 515.15
913.28, 514.88
911.28, 514.62
909.24, 514.38
907.16, 514.15
905.05, 513.93
902.90, 513.72
900.71, 513.52
898.48, 513.34
896.22, 513.17
893.92, 513.02
891.57, 512.87
889.19, 512.74
886.77, 512.62
884.31, 512.51
881.82, 512.41
879.28, 512.33
876.70, 512.25
874.08, 512.19
871.42, 512.15
868.72, 512.11
865.98, 512.08
863.20, 512.07
860.37, 512.07
857.51, 512.08
854.60, 512.10
851.65, 512.13
848.66, 512.17
845.62, 512.23
842.55, 512.29
839.42, 512.37
836.26, 512.46
833.05, 512.56
829.80, 512.67
826.50, 512.79
823.16, 512.92
819.78, 513.07
816.35, 513.22
812.88, 513.39
809.36, 513.56
805.79, 513.75
802.18, 513.94
798.52, 514.15
794.82, 514.37
791.07, 514.60
787.28, 514.83
783.43, 515.08
779.54, 515.34
775.60, 515.61
771.62, 515.89
767.59, 516.18
763.51, 516.48
759.38, 516.79
755.20, 517.10
750.97, 517.43
746.70, 517.77
742.37, 518.12
738.00, 518.48
733.57, 518.84
729.10, 519.22
724.57, 519.60
720.00, 520.00
